fco,epsco,D,L,ff,Ef,tf,epscu
110.1,0.23,194,582,2663,115.2,0.2,0.47
102.2,0.31,152,210,2060,118.0,0.858,1.4
119.3,0.34,105,200,2900,13.6,0.286,1.64
85.9,0.35,152,152,2663,128.5,3.86,0.58
114.7,0.31,100,582,2900,125.7,0.572,0.94
79.6,0.31,105,450,2663,118.0,0.8,0.47
50.64,0.3,100,582,3732,13.6,0.143,3.39
49.6,0.34,194,315,2060,128.5,0.9,3.01
35.4,0.27,70,450,2663,120.0,0.8,1.58
78.5,0.21,100,762,2390,115.2,0.286,2.49
28.79,0.29,105,200,2390,116.0,0.191,1.43
74.0,0.26,150,450,2930,118.0,1.2,3.73
39.0,0.45,100,582,2390,99.0,0.169,1.75
43.0,0.33,152,305,2390,13.6,0.572,0.78
39.2,0.27,105,315,2390,13.6,0.9,0.78
100.0,0.23,152,762,2060,13.6,2.56,2.77
83.0,0.19,100,305,2900,115.2,0.3,3.04
107.3,0.2,152,457,2060,128.5,0.8,2.81
29.6,0.26,100,582,2390,13.6,0.191,1.17
119.3,0.24,194,200,2390,118.0,0.057,0.36
55.2,0.25,152,582,2900,125.7,1.27,0.93
29.6,0.23,100,200,2390,99.0,0.057,2.01
50.64,0.25,152,457,2060,99.0,0.4,0.82
109.8,0.23,194,200,2060,118.0,0.8,3.18
37.0,0.27,100,152,3732,115.2,0.6,1.85
50.64,0.23,194,152,2663,99.0,0.3,1.61
35.4,0.24,150,305,230,116.0,0.095,1.42
39.0,0.27,70,762,2390,118.0,0.6,2.81
36.6,0.31,105,457,2930,13.6,0.4,4.6
77.0,0.33,100,315,2390,115.2,3.86,3.39
110.2,0.3,150,152,2663,125.7,0.6,2.33
43.0,0.26,150,152,3732,99.0,0.169,2.89
79.6,0.25,152,305,2060,120.0,0.4,0.42
102.2,0.26,152,305,2663,118.0,0.6,0.94
50.64,0.27,152,315,3732,116.0,1.2,1.11
109.8,0.29,100,457,2930,115.2,0.191,1.98
100.0,0.26,152,200,230,118.0,0.286,4.78
106.0,0.25,100,582,2663,118.0,2.56,2.2
39.2,0.21,150,200,2060,125.7,0.4,2.48
37.0,0.46,105,457,2060,116.0,0.6,1.45
77.0,0.34,150,762,3732,118.0,0.3,0.93
83.6,0.3,152,200,2900,13.6,0.8,1.9
29.6,0.46,100,200,3732,115.2,1.27,0.47
37.0,0.45,100,300,2390,115.2,0.143,1.67
35.4,0.24,152,300,2663,13.6,0.338,1.65
104.5,0.46,100,305,2930,99.0,0.143,0.71
37.2,0.3,105,305,2060,115.2,0.572,0.52
82.4,0.45,105,582,2390,99.0,0.2,2.2
28.79,0.35,152,582,3732,128.5,0.338,0.46
106.0,0.35,150,457,2930,118.0,0.6,3.47
80.5,0.24,100,200,2663,128.5,0.2,2.34
51.1,0.28,70,582,2930,116.0,3.86,2.31
109.8,0.21,105,457,2663,118.0,1.27,0.71
77.2,0.35,70,450,2930,115.2,0.338,1.92
51.1,0.25,105,305,2663,116.0,0.2,0.78
77.2,0.25,70,582,3732,128.5,0.6,2.01
104.5,0.3,194,457,2663,118.0,0.572,1.95
37.2,0.23,152,582,2663,116.0,0.2,0.42
43.0,0.3,105,457,2900,118.0,0.095,1.67
84.9,0.23,150,305,2900,125.7,0.072,0.36
119.3,0.25,70,582,3732,125.7,0.338,1.61
34.0,0.26,100,200,2900,120.0,0.191,2.11
78.5,0.25,100,200,2930,128.5,0.6,1.11
47.3,0.26,152,200,2060,120.0,0.2,1.42
39.0,0.27,105,152,2930,118.0,0.169,0.58
83.0,0.21,152,200,2390,120.0,2.56,3.21
43.0,0.2,152,300,2060,99.0,3.86,1.64
57.5,0.46,194,200,2060,118.0,1.2,0.42
102.2,0.2,194,582,2060,128.5,3.86,4.39
46.43,0.45,70,200,2060,116.0,0.169,0.54
102.0,0.24,70,305,2900,125.7,0.2,2.53
114.7,0.21,100,210,2060,120.0,1.27,3.68
109.8,0.27,152,200,3732,125.7,0.6,1.44
39.2,0.3,100,210,2930,128.5,0.4,1.95
77.9,0.26,152,582,2900,115.2,2.56,0.52
46.43,0.21,70,305,3732,128.5,0.572,0.57
74.0,0.29,100,200,2390,128.5,0.9,1.96
74.0,0.21,70,200,3732,116.0,2.56,2.06
82.4,0.19,100,210,2060,116.0,0.191,2.3
82.4,0.31,105,305,230,118.0,0.507,1.7
47.3,0.23,152,762,2390,13.6,2.56,0.37
57.5,0.2,152,582,2900,128.5,0.6,1.67
104.5,0.21,150,200,2663,116.0,0.6,2.53
83.6,0.3,105,582,2930,115.2,0.9,3.31
51.1,0.45,100,450,2060,118.0,0.572,1.29
37.0,0.35,70,450,2930,115.2,1.2,2.89
36.6,0.2,70,582,3732,99.0,0.8,2.12
78.0,0.24,152,200,2663,115.2,0.095,3.5
82.4,0.45,100,457,3732,118.0,0.286,4.6
83.0,0.25,100,210,2900,116.0,2.56,3.15
83.0,0.21,194,582,2663,116.0,0.2,0.4
83.0,0.35,152,582,2930,115.2,0.169,4.78
28.79,0.24,105,300,2930,116.0,0.6,2.48
29.6,0.34,152,582,2930,125.7,0.191,1.97
37.2,0.29,70,152,3732,120.0,0.191,3.31
43.0,0.34,152,300,2930,118.0,0.338,0.4
84.9,0.46,194,200,2390,99.0,0.9,3.1
119.3,0.3,150,457,2900,116.0,0.4,2.01
29.6,0.23,100,762,230,125.7,0.338,2.01
107.3,0.24,152,762,2060,118.0,0.3,1.96
29.6,0.19,105,450,2060,116.0,0.143,0.71
37.2,0.26,152,457,230,120.0,0.6,1.56
35.4,0.3,100,200,3732,116.0,0.4,1.78
79.6,0.27,152,152,2060,128.5,0.2,0.58
57.5,0.3,105,450,2930,116.0,3.86,1.62
77.9,0.26,194,762,2900,116.0,1.27,2.49
107.3,0.27,150,305,230,116.0,0.572,1.29
84.9,0.27,70,200,2390,99.0,0.4,1.96
77.9,0.26,100,457,2390,116.0,0.338,2.01
110.1,0.26,105,582,2663,118.0,0.6,0.4
28.79,0.23,152,305,2390,13.6,0.2,1.66
47.3,0.2,105,210,2900,13.6,0.6,1.3
100.0,0.21,105,305,3732,115.2,0.507,0.78
114.7,0.24,152,582,2390,115.2,0.572,3.31
50.64,0.3,152,457,2060,116.0,0.4,2.38
28.79,0.46,152,315,2060,120.0,0.4,2.98
101.18,0.46,105,210,2060,116.0,0.8,0.47
100.0,0.3,194,582,2930,128.5,0.338,1.92
49.6,0.46,194,582,2390,115.2,0.286,0.47
107.3,0.28,100,200,3732,116.0,0.858,1.7
107.3,0.46,70,210,3732,128.5,0.4,1.29
77.0,0.45,194,210,2060,120.0,0.143,0.36
36.6,0.29,105,200,2663,99.0,0.6,0.89
51.1,0.31,152,210,2663,128.5,0.6,0.89
78.5,0.27,150,450,2060,13.6,0.8,0.93
37.0,0.46,70,305,2390,128.5,0.2,1.85
29.6,0.33,105,152,2390,13.6,3.86,2.12
37.0,0.33,100,305,2663,99.0,0.8,1.87
46.43,0.25,194,305,2390,116.0,1.27,2.86
43.0,0.46,70,762,2060,118.0,0.338,1.61
35.5,0.2,150,315,2930,128.5,0.191,3.1
109.8,0.27,152,457,2060,128.5,0.9,0.46
110.1,0.2,194,305,230,125.7,0.572,0.39
85.9,0.45,105,300,3732,128.5,0.9,1.42
78.0,0.23,105,305,2390,115.2,0.507,1.3
50.64,0.2,105,762,230,118.0,0.095,0.91
100.0,0.31,70,315,2390,120.0,0.072,1.25
101.18,0.3,150,305,2663,118.0,2.56,2.96
55.2,0.34,152,200,230,118.0,0.507,1.3
82.4,0.33,152,300,2900,118.0,3.86,3.22
110.1,0.35,150,210,3732,115.2,1.2,1.88
36.6,0.33,100,200,2390,13.6,0.9,2.81
49.4,0.31,70,300,2060,115.2,0.9,0.45
85.9,0.26,70,450,3732,13.6,3.86,1.98
100.0,0.29,150,762,2900,99.0,0.338,2.33
49.4,0.46,105,200,3732,128.5,0.2,2.86
106.0,0.31,100,200,2060,118.0,0.9,3.17
74.0,0.35,152,457,2900,120.0,0.858,1.64
110.1,0.46,100,315,3732,13.6,0.9,3.41
74.0,0.2,105,200,2663,125.7,0.3,2.33
119.3,0.35,70,200,230,13.6,0.338,0.4
119.3,0.25,194,582,2900,128.5,0.6,3.47
51.1,0.25,105,300,2060,118.0,0.286,2.96
100.0,0.24,152,582,3732,128.5,0.095,1.06
83.0,0.34,150,300,2390,118.0,0.572,3.11
77.2,0.29,105,450,3732,99.0,0.6,2.38
37.0,0.35,194,200,2900,116.0,0.9,3.17
43.0,0.35,100,457,2060,115.2,0.6,0.6
84.9,0.3,70,762,3732,120.0,2.56,1.47
110.2,0.35,100,300,2060,128.5,0.6,2.47
80.5,0.19,100,152,3732,115.2,0.143,2.49
109.8,0.28,150,300,230,118.0,0.2,1.11
47.3,0.29,150,457,2900,116.0,0.572,3.1
29.6,0.46,100,305,3732,116.0,0.191,3.1
37.2,0.3,70,200,3732,118.0,0.057,4.6
100.0,0.19,150,305,2390,13.6,0.8,0.88
104.5,0.25,194,152,2060,115.2,0.095,0.88
82.4,0.31,194,200,2900,118.0,0.6,2.12
47.3,0.2,70,762,3732,99.0,0.4,1.29
106.0,0.46,70,300,2060,115.2,0.2,2.81
39.2,0.21,100,300,3732,99.0,0.143,2.38
49.4,0.19,100,210,3732,120.0,2.56,2.06
110.1,0.2,100,210,2663,99.0,0.286,1.98
46.43,0.23,100,582,2060,116.0,1.27,1.58
74.0,0.27,194,200,3732,115.2,0.4,1.11
77.9,0.29,100,210,3732,99.0,0.6,4.6
39.0,0.29,105,300,2900,116.0,0.9,1.62
50.64,0.34,150,210,230,115.2,1.2,2.01
78.0,0.45,194,305,230,120.0,1.27,1.0
82.4,0.46,194,152,2060,116.0,0.572,4.6
46.43,0.3,150,305,2930,128.5,0.6,1.61
55.2,0.34,152,582,2060,120.0,0.4,1.75
82.4,0.35,194,305,2900,116.0,0.191,0.52
102.0,0.3,100,200,230,116.0,0.4,1.61
50.64,0.19,152,582,2663,125.7,0.3,2.34
39.0,0.45,152,315,2390,118.0,2.56,1.75
57.5,0.33,194,305,2060,116.0,0.2,1.11
35.5,0.25,100,762,3732,118.0,0.8,1.3
35.5,0.26,70,457,230,118.0,0.095,3.04
82.4,0.3,152,305,2390,115.2,0.4,1.85
46.43,0.34,152,200,2930,128.5,2.56,0.39
85.9,0.33,105,457,3732,99.0,0.057,3.4
100.0,0.46,105,200,2900,128.5,0.338,1.63
110.2,0.29,194,200,2663,116.0,1.2,1.98
57.5,0.21,194,305,2663,99.0,0.8,2.95
83.0,0.23,152,582,2930,128.5,0.2,0.95
104.5,0.24,152,457,2060,118.0,0.9,1.15
49.6,0.21,152,152,2930,99.0,0.286,1.9
29.6,0.35,152,200,2060,125.7,0.3,1.29
109.8,0.28,100,300,2663,99.0,0.057,0.42
114.7,0.33,152,200,2900,125.7,0.858,1.71
37.2,0.24,152,300,2930,115.2,1.27,1.7
107.3,0.19,152,305,2930,118.0,0.169,1.87
49.6,0.25,150,300,2060,125.7,0.8,3.48
51.1,0.33,150,305,2663,118.0,0.9,1.85
28.79,0.31,105,300,230,125.7,1.27,0.4
85.9,0.24,194,200,2663,99.0,0.6,2.07
35.5,0.35,70,582,3732,116.0,0.572,1.96
49.4,0.2,152,315,2060,115.2,0.286,1.06
43.0,0.25,100,315,2930,128.5,0.286,1.96
57.5,0.35,150,305,2060,99.0,2.56,3.21
85.9,0.21,152,200,2060,120.0,0.169,1.45
39.2,0.25,150,300,3732,125.7,0.072,2.33
110.2,0.25,100,582,2900,118.0,0.057,3.11
43.0,0.45,194,582,2900,118.0,0.286,3.21
102.0,0.35,105,300,2060,118.0,0.8,3.04
57.5,0.3,150,200,3732,128.5,3.86,2.49
114.7,0.24,100,200,2390,13.6,0.072,2.18
104.5,0.21,100,582,2663,125.7,0.6,1.75
82.4,0.25,194,582,2930,118.0,0.286,1.65
102.0,0.27,152,305,2060,13.6,0.572,1.64
55.2,0.27,70,457,2900,13.6,0.191,0.6
106.0,0.34,70,200,2663,125.7,0.9,1.95
50.64,0.19,70,582,2663,118.0,0.6,1.87
110.1,0.25,70,762,2390,116.0,0.858,3.68
50.64,0.3,100,450,2930,99.0,3.86,0.94
102.0,0.23,194,152,2900,99.0,0.8,2.33
49.4,0.26,100,582,2930,128.5,0.191,0.71
49.4,0.2,152,200,3732,99.0,0.572,3.39
51.1,0.35,70,300,2390,116.0,0.6,2.11
82.4,0.2,150,457,2930,115.2,1.27,1.85
100.0,0.34,100,200,3732,118.0,0.169,0.88
114.7,0.35,105,315,2663,115.2,0.9,1.02
109.8,0.25,70,210,2900,128.5,0.6,3.11
43.0,0.19,100,762,2930,120.0,0.286,3.73
34.0,0.31,152,305,2060,116.0,0.072,0.38
101.18,0.19,100,315,2900,115.2,0.6,2.3
57.5,0.45,105,450,2900,99.0,0.858,3.39
55.2,0.25,194,305,3732,116.0,0.286,1.88
77.9,0.26,152,582,2060,125.7,0.8,3.5
84.9,0.21,70,582,2390,125.7,0.2,1.58
77.0,0.23,100,305,3732,115.2,0.6,3.4
37.0,0.26,152,305,2060,125.7,0.6,3.01
57.5,0.27,152,582,2060,116.0,0.9,1.42
49.4,0.27,150,200,2930,118.0,0.507,1.11
57.5,0.23,194,200,2390,118.0,0.338,0.51
39.2,0.29,150,762,2060,128.5,0.8,0.93
78.5,0.26,152,200,2900,116.0,0.858,0.95
102.2,0.27,152,210,2900,13.6,0.191,0.6
43.0,0.28,194,210,3732,118.0,0.8,1.45
106.0,0.34,152,582,2663,115.2,0.3,0.47
77.0,0.27,105,300,2390,125.7,0.6,2.21
77.0,0.19,152,200,2060,125.7,0.191,0.46
57.5,0.31,100,305,2930,13.6,0.3,2.01
77.0,0.34,150,450,2900,125.7,0.4,0.46
110.2,0.35,152,450,2060,116.0,1.27,3.22
28.79,0.31,100,305,2663,128.5,0.057,3.01
114.7,0.19,100,450,2900,118.0,0.286,3.37
100.0,0.2,152,762,230,128.5,0.2,0.82
80.5,0.34,150,300,2930,13.6,0.338,1.92
35.5,0.24,100,315,3732,118.0,1.27,1.58
114.7,0.46,70,300,2930,125.7,0.143,1.43
106.0,0.34,152,305,2060,128.5,2.56,1.96
85.9,0.29,70,200,2930,128.5,0.072,0.39
78.0,0.46,105,450,2060,115.2,0.057,1.44
80.5,0.29,100,152,2060,115.2,1.27,1.95
114.7,0.2,100,200,3732,99.0,0.858,0.54
39.0,0.24,100,152,2663,120.0,0.9,2.18
28.79,0.45,194,450,2663,128.5,0.057,0.47
34.0,0.31,152,457,230,118.0,0.858,1.42
78.5,0.2,152,200,2900,118.0,2.56,3.48
110.1,0.3,194,200,2900,115.2,3.86,0.6
110.1,0.21,150,582,2060,99.0,1.2,1.42
78.5,0.21,105,457,230,99.0,3.86,1.9
46.43,0.26,100,300,2663,125.7,0.072,0.53
77.2,0.34,70,300,3732,115.2,1.2,3.39
78.0,0.46,100,152,2663,13.6,0.572,1.44
110.1,0.34,105,457,2900,120.0,0.095,2.89
74.0,0.26,194,200,2663,128.5,0.6,1.64
85.9,0.33,194,582,2060,118.0,0.4,2.3
114.7,0.21,100,305,2663,128.5,0.095,1.87
36.6,0.21,194,152,3732,125.7,0.143,0.46
39.0,0.45,152,200,3732,99.0,0.286,0.42
114.7,0.25,100,315,2390,115.2,0.143,0.91
79.6,0.23,105,305,2930,118.0,0.507,1.43
104.5,0.2,194,200,3732,118.0,3.86,2.98
55.2,0.19,100,305,2060,125.7,0.057,0.39
100.0,0.31,105,582,3732,99.0,0.8,2.31
110.2,0.33,194,305,230,99.0,0.338,3.73
35.5,0.25,100,200,2900,128.5,0.057,2.05
36.6,0.24,194,305,2930,118.0,0.095,1.42
47.3,0.33,150,200,2900,125.7,0.2,2.12
49.6,0.3,152,305,3732,13.6,0.6,1.47
39.2,0.25,100,305,2900,128.5,0.143,0.51
106.0,0.33,150,315,2390,116.0,0.143,3.21
119.3,0.2,100,457,2390,120.0,0.9,3.37
37.0,0.25,194,200,2390,116.0,0.6,1.95
110.1,0.28,152,200,230,115.2,0.338,2.3
84.9,0.21,150,210,2930,125.7,0.143,0.36
106.0,0.29,105,200,2930,125.7,0.6,3.5
51.1,0.28,100,152,2663,125.7,0.858,2.95
83.0,0.31,100,315,3732,128.5,2.56,2.34
78.5,0.27,152,152,2930,116.0,0.572,1.56
51.1,0.46,152,582,3732,120.0,0.3,1.7
119.3,0.35,70,457,2930,128.5,0.8,1.65
50.64,0.25,152,210,230,128.5,0.6,4.78
101.18,0.35,105,315,2390,99.0,0.191,1.15
77.0,0.28,194,762,2900,13.6,0.6,3.37
80.5,0.23,100,582,2060,116.0,0.6,1.45
85.9,0.24,152,457,2060,128.5,0.191,1.06
77.0,0.33,194,450,2900,116.0,0.169,3.15
74.0,0.26,152,457,2663,115.2,0.4,3.45
84.9,0.24,194,305,2663,116.0,0.169,1.11
77.9,0.28,70,315,2390,125.7,0.072,1.97
102.2,0.31,194,152,3732,128.5,0.169,1.65
104.5,0.35,152,210,2060,128.5,0.6,1.15
49.4,0.24,152,210,2060,125.7,0.858,3.8
74.0,0.45,152,300,2900,125.7,0.507,0.47
37.0,0.27,194,200,2060,118.0,0.507,2.77
57.5,0.24,100,457,2930,13.6,2.56,0.51
83.0,0.25,70,300,2900,116.0,0.338,1.78
50.64,0.26,105,457,2663,118.0,0.095,1.61
47.3,0.25,150,457,3732,116.0,0.2,1.66
83.6,0.25,152,200,2390,99.0,0.6,2.77
55.2,0.35,152,582,2663,115.2,0.6,2.98
106.0,0.27,152,582,2390,128.5,0.572,3.68
78.5,0.28,100,315,2060,125.7,0.4,3.39
77.0,0.35,70,582,2390,125.7,0.095,2.34
109.8,0.27,150,210,2930,118.0,1.2,3.21
35.4,0.26,152,450,2060,120.0,0.4,3.47
77.0,0.3,100,582,3732,128.5,0.072,4.78
110.1,0.25,70,582,2930,128.5,0.057,3.1
29.6,0.26,152,210,2060,120.0,0.3,1.64
77.9,0.21,194,200,2060,128.5,0.2,3.15
102.0,0.2,70,305,2900,99.0,0.572,4.39
77.9,0.3,150,762,2663,128.5,0.572,2.98
77.0,0.25,105,457,2390,116.0,0.3,1.45
83.0,0.2,100,457,2930,99.0,1.2,3.47
78.0,0.29,105,582,2060,118.0,0.286,1.42
109.8,0.21,105,450,2900,128.5,0.143,1.67
84.9,0.26,152,300,2390,116.0,1.27,2.38
28.79,0.45,105,152,2900,99.0,0.338,1.42
35.5,0.45,194,300,2930,120.0,0.095,2.89
110.2,0.27,194,762,3732,13.6,0.169,0.52
114.7,0.23,100,300,230,99.0,2.56,0.89
102.2,0.21,100,152,2930,125.7,0.338,1.71
43.0,0.2,150,762,2663,116.0,0.169,0.45
49.6,0.25,100,200,2900,115.2,0.858,0.82
102.0,0.34,70,200,3732,116.0,3.86,1.43
84.9,0.2,100,200,3732,99.0,0.191,1.92
57.5,0.31,70,300,2663,13.6,0.143,0.39
114.7,0.27,194,582,2900,118.0,2.56,2.33
79.6,0.35,150,300,2390,13.6,1.27,0.45
106.0,0.27,105,200,2930,13.6,0.6,1.9
37.0,0.2,152,305,2390,125.7,2.56,2.21
28.79,0.25,194,200,2663,120.0,0.6,3.18
34.0,0.19,152,200,2663,125.7,0.072,1.98
34.0,0.25,150,315,2390,116.0,2.56,1.71
109.8,0.25,100,300,2060,115.2,0.095,1.4
77.2,0.25,152,450,2663,118.0,0.3,0.37
100.0,0.33,100,210,3732,128.5,0.572,3.39
119.3,0.45,150,152,2900,128.5,0.338,1.29
77.0,0.28,194,315,2930,118.0,1.27,2.11
29.6,0.35,70,210,2930,120.0,0.572,0.53
83.0,0.26,152,315,2390,118.0,0.191,1.98
106.0,0.31,150,582,2900,125.7,0.572,3.5
84.9,0.3,105,450,2663,118.0,0.9,0.78
82.4,0.28,194,450,2930,118.0,0.4,3.01
119.3,0.24,150,315,2390,125.7,1.2,2.48
49.4,0.31,100,152,2930,118.0,0.9,2.38
34.0,0.19,70,300,3732,120.0,0.572,2.23
78.5,0.27,70,582,2900,116.0,0.572,1.68
35.5,0.23,105,762,230,13.6,0.2,3.04
102.0,0.21,105,762,2663,116.0,0.572,3.68
100.0,0.26,194,582,2663,115.2,0.858,3.4
49.4,0.3,105,762,2900,118.0,0.3,3.37
34.0,0.19,70,457,2060,115.2,0.6,0.47
100.0,0.3,100,300,2900,116.0,0.572,0.45
43.0,0.28,70,200,2900,128.5,0.6,1.68
46.43,0.45,100,762,2390,118.0,0.338,3.18
49.4,0.31,100,457,2900,116.0,0.338,0.95
78.5,0.33,100,200,230,13.6,0.858,0.58
114.7,0.24,152,582,2390,13.6,0.507,3.45
100.0,0.25,194,315,2060,128.5,0.572,1.25
110.2,0.46,152,582,2390,120.0,0.507,2.18
77.2,0.35,105,582,2900,116.0,0.6,1.62
49.4,0.24,70,315,2900,118.0,0.338,2.18
37.0,0.19,152,200,2390,120.0,0.6,2.81
102.2,0.45,194,582,2900,120.0,0.8,1.08
37.0,0.27,105,210,2390,99.0,0.572,2.23
39.2,0.19,194,457,3732,116.0,0.8,0.53
57.5,0.24,152,762,2930,128.5,0.095,0.63
109.8,0.25,70,762,2390,128.5,0.6,2.89
114.7,0.46,194,315,2930,115.2,0.191,2.34
106.0,0.2,194,315,2900,99.0,0.3,2.96
43.0,0.23,100,457,3732,116.0,0.057,1.98
35.5,0.46,150,210,2060,116.0,2.56,3.22
79.6,0.26,100,582,2663,120.0,0.095,1.58
84.9,0.27,152,762,2060,118.0,0.2,3.47
77.2,0.25,152,300,2663,120.0,0.191,1.64
34.0,0.31,105,210,2390,118.0,3.86,1.43
77.9,0.3,194,200,2900,118.0,0.169,2.32
77.2,0.21,194,450,2060,99.0,0.9,3.39
43.0,0.21,152,152,2930,115.2,0.143,1.47
104.5,0.26,194,210,230,118.0,0.9,1.43
51.1,0.34,194,200,2663,118.0,0.507,3.47
74.0,0.29,100,457,230,118.0,3.86,3.21
51.1,0.35,152,210,2060,115.2,0.6,0.52
84.9,0.25,194,200,2390,116.0,0.169,2.3
78.0,0.2,100,315,230,116.0,0.2,2.96
35.5,0.3,100,305,230,99.0,0.338,1.25
110.1,0.28,194,300,2900,120.0,0.143,1.66
78.0,0.26,100,305,2900,128.5,0.3,0.4
101.18,0.21,100,315,2390,118.0,0.572,1.4
106.0,0.2,70,315,3732,13.6,1.2,0.42
82.4,0.45,194,450,2900,118.0,0.057,3.1
50.64,0.45,105,315,2900,116.0,0.8,3.8
77.9,0.2,152,582,2390,125.7,0.095,3.17
78.5,0.33,70,315,2663,125.7,0.9,0.78
47.3,0.26,100,300,2930,13.6,0.4,0.95
109.8,0.3,105,315,3732,116.0,0.8,0.6
110.2,0.28,105,300,230,118.0,0.8,3.04
39.0,0.19,100,582,2930,115.2,0.4,0.51
82.4,0.3,152,200,3732,13.6,1.2,2.01
119.3,0.45,70,300,2663,13.6,0.191,1.62
80.5,0.33,70,305,2900,118.0,0.3,2.33
35.4,0.45,152,305,2390,116.0,0.4,1.68
80.5,0.3,152,305,2663,116.0,0.3,1.88
55.2,0.25,150,305,2060,116.0,0.072,0.46
84.9,0.21,152,200,3732,115.2,0.507,0.89
28.79,0.33,100,762,230,116.0,0.8,0.63
49.4,0.26,152,300,2663,128.5,0.8,1.67
49.4,0.3,100,582,2900,99.0,0.4,4.78
119.3,0.19,152,582,2900,120.0,0.338,1.25
85.9,0.27,70,457,2663,99.0,0.095,2.47
83.6,0.31,152,582,2663,116.0,0.191,2.49
109.8,0.33,105,300,2663,115.2,0.6,1.47
51.1,0.34,105,300,2663,125.7,0.4,1.65
101.18,0.34,105,300,2663,125.7,0.858,1.3
100.0,0.45,70,450,2930,118.0,0.191,3.37
28.79,0.25,152,305,3732,118.0,2.56,2.34
110.1,0.45,100,315,3732,115.2,0.169,1.45
109.8,0.46,70,582,3732,99.0,1.27,0.94
82.4,0.21,150,152,3732,125.7,0.4,0.38
36.6,0.26,150,200,2663,120.0,1.2,0.46
39.0,0.29,152,210,3732,125.7,0.507,2.3
57.5,0.28,194,450,2390,115.2,0.4,0.91
28.79,0.3,150,200,2390,120.0,0.072,2.23
49.6,0.33,70,762,2060,118.0,0.338,3.47
82.4,0.29,100,200,3732,118.0,0.2,3.8
84.9,0.21,194,210,2663,128.5,0.057,1.42
83.6,0.35,194,305,2663,116.0,0.3,0.4
37.2,0.19,105,315,2060,13.6,0.143,2.09
79.6,0.23,100,300,2663,128.5,0.169,1.43
34.0,0.35,150,457,2900,128.5,0.2,1.49
119.3,0.25,100,200,230,128.5,1.27,1.63
39.0,0.26,70,210,2900,115.2,0.6,1.65
49.6,0.25,194,582,2930,120.0,0.858,2.18
43.0,0.25,100,210,3732,99.0,0.572,4.78
100.0,0.45,105,450,2900,118.0,0.9,0.95
43.0,0.35,105,300,3732,115.2,0.143,3.37
36.6,0.26,100,582,2930,13.6,0.057,1.56
55.2,0.2,152,210,2663,128.5,0.191,1.62
82.4,0.33,194,315,2060,115.2,0.8,1.7
49.4,0.35,70,457,2663,115.2,0.8,1.62
82.4,0.46,105,210,3732,115.2,0.338,1.15
77.9,0.29,100,315,2930,118.0,0.3,1.64
84.9,0.46,70,305,2060,120.0,0.169,1.63
79.6,0.25,70,300,230,115.2,0.191,1.65
85.9,0.24,105,152,2390,118.0,0.6,3.31
101.18,0.28,150,582,3732,128.5,0.143,1.78
39.0,0.21,105,300,2900,13.6,0.8,1.17
39.0,0.21,100,300,2930,120.0,0.9,1.85
101.18,0.35,100,305,2900,13.6,0.858,4.6
110.2,0.27,70,200,2663,118.0,3.86,0.42
83.0,0.46,100,582,3732,116.0,0.572,1.49
46.43,0.26,150,200,230,120.0,0.4,1.09
79.6,0.29,70,762,2663,115.2,0.057,2.96
57.5,0.25,194,305,2900,116.0,0.8,1.92
29.6,0.26,70,582,2390,120.0,0.095,0.95
28.79,0.34,152,200,2390,115.2,1.27,0.58
39.2,0.46,152,305,2900,116.0,0.2,1.98
110.1,0.29,194,450,2900,120.0,0.057,1.64
57.5,0.24,105,315,2060,116.0,0.169,1.61
102.0,0.28,105,315,2390,120.0,0.8,2.23
100.0,0.25,194,300,230,116.0,0.858,0.78
102.0,0.19,100,762,230,120.0,0.338,1.45
106.0,0.3,152,300,2390,125.7,0.6,2.06
57.5,0.24,100,315,2390,115.2,0.3,1.92
43.0,0.23,152,457,3732,128.5,0.9,1.09
82.4,0.29,70,152,2390,13.6,0.286,2.01
79.6,0.34,100,152,3732,116.0,0.169,0.46
119.3,0.23,70,152,3732,125.7,0.6,2.98
83.0,0.31,100,582,3732,115.2,1.2,1.06
36.6,0.24,70,582,2663,118.0,3.86,1.45
77.9,0.35,150,582,2390,118.0,0.338,1.3
109.8,0.24,105,152,2390,120.0,0.8,2.33
106.0,0.29,100,762,3732,120.0,0.9,3.21
37.2,0.34,100,300,2930,116.0,0.8,3.17
51.1,0.2,105,152,3732,116.0,1.2,3.1
78.5,0.19,152,200,230,118.0,0.6,0.53
102.0,0.35,194,305,2390,125.7,1.2,1.58
102.0,0.34,100,200,230,120.0,0.858,0.38
106.0,0.34,100,582,230,118.0,0.072,1.56
85.9,0.46,100,315,2930,13.6,0.6,2.33
37.0,0.33,70,300,2900,116.0,0.6,3.8
85.9,0.27,70,450,2900,99.0,0.338,1.11
51.1,0.21,152,582,2390,118.0,0.072,2.48
110.2,0.28,194,582,2390,128.5,0.572,4.78
78.5,0.26,100,315,2060,99.0,0.143,0.93
101.18,0.24,100,152,2060,115.2,0.8,1.64
49.6,0.25,152,200,3732,120.0,0.3,1.95
37.0,0.26,152,152,230,128.5,0.286,2.6
49.4,0.31,194,200,2930,125.7,2.56,3.18
110.1,0.35,194,305,2390,116.0,2.56,3.41
39.2,0.35,152,305,2060,125.7,0.3,3.04
101.18,0.26,194,152,2390,125.7,0.572,3.39
51.1,0.26,100,210,230,125.7,0.858,2.48
36.6,0.28,100,582,230,99.0,0.4,3.55
